maker-ptg000011l-snap-gene-8.5-mRNA-1	0
maker-ptg000011l-snap-gene-8.9-mRNA-1	0
maker-ptg000012l-augustus-gene-0.0-mRNA-1	56
maker-ptg000012l-augustus-gene-1.17-mRNA-1	1
maker-ptg000012l-augustus-gene-2.16-mRNA-1	9
maker-ptg000012l-augustus-gene-2.18-mRNA-1	130
maker-ptg000012l-augustus-gene-3.18-mRNA-1	167
maker-ptg000012l-augustus-gene-3.6-mRNA-1	0
maker-ptg000012l-augustus-gene-4.0-mRNA-1	3849
maker-ptg000012l-augustus-gene-5.167-mRNA-1	2
maker-ptg000012l-augustus-gene-5.180-mRNA-1	0
maker-ptg000012l-augustus-gene-5.186-mRNA-1	0
maker-ptg000012l-augustus-gene-5.189-mRNA-1	0
maker-ptg000012l-augustus-gene-5.193-mRNA-1	0
maker-ptg000012l-augustus-gene-5.204-mRNA-1	2
maker-ptg000012l-est_gff_est2genome-gene-1.13-mRNA-1	0
maker-ptg000012l-est_gff_est2genome-gene-5.213-mRNA-1	0
maker-ptg000012l-est_gff_est2genome-gene-5.222-mRNA-1	0
maker-ptg000012l-snap-gene-0.23-mRNA-1	101
maker-ptg000012l-snap-gene-1.9-mRNA-1	4
maker-ptg000012l-snap-gene-2.51-mRNA-1	12
maker-ptg000012l-snap-gene-3.45-mRNA-1	128
maker-ptg000012l-snap-gene-3.46-mRNA-1	0
maker-ptg000012l-snap-gene-3.55-mRNA-1	0
maker-ptg000012l-snap-gene-3.56-mRNA-1	0
maker-ptg000012l-snap-gene-3.59-mRNA-1	856
maker-ptg000012l-snap-gene-3.60-mRNA-1	141
maker-ptg000012l-snap-gene-3.78-mRNA-1	0
maker-ptg000012l-snap-gene-3.85-mRNA-1	974
maker-ptg000012l-snap-gene-3.87-mRNA-1	588
maker-ptg000012l-snap-gene-3.89-mRNA-1	712
maker-ptg000012l-snap-gene-5.10-mRNA-1	0
maker-ptg000012l-snap-gene-5.12-mRNA-1	3
maker-ptg000012l-snap-gene-5.2-mRNA-1	1148
maker-ptg000012l-snap-gene-5.36-mRNA-1	36
maker-ptg000012l-snap-gene-5.37-mRNA-1	150
maker-ptg000012l-snap-gene-5.46-mRNA-1	0
maker-ptg000012l-snap-gene-5.53-mRNA-1	0
maker-ptg000012l-snap-gene-5.54-mRNA-1	0
maker-ptg000012l-snap-gene-5.59-mRNA-1	0
maker-ptg000012l-snap-gene-5.61-mRNA-1	0
maker-ptg000012l-snap-gene-5.64-mRNA-1	597
maker-ptg000012l-snap-gene-5.66-mRNA-1	538
maker-ptg000012l-snap-gene-5.8-mRNA-1	143
maker-ptg000013l-augustus-gene-0.4-mRNA-1	59
maker-ptg000013l-augustus-gene-0.9-mRNA-1	0
